Áfríkà	Africa
Arthur Leonard Schawlow	Arthur Leonard Schawlow
Christopher Plummer	Christopher Plummer
Vicente Fox	Vicente Fox
Aaron Klug	Aaron Klug
Àsìá ilẹ̀ àwọn Ìpínlẹ̀ Àṣepapọ̀ ilẹ̀ Mikronésíà	Flag of the Federated States of Micronesia
Claude Cohen-Tannoudji	Claude Cohen-Tannoudji
Dinar Líbyà	Libyan dinar
Ẹ̀wádún 1490	1490s
Gustavo Kuerten	Gustavo Kuerten
James Rainwater	James Rainwater
William Daniel Phillips	William Daniel Phillips
Martin Ryle	Martin Ryle
Philip Warren Anderson	Philip Warren Anderson
Àmì ọ̀pá àṣẹ ilẹ̀ Bangladẹ́shì	National Emblem of Bangladesh
Henri La Fontaine	Henri La Fontaine
Dọ́là Singapore	Singapore dollar
Sissy Spacek	Sissy Spacek
Anjelica Huston	Anjelica Huston
Carloman 1k	Carloman I
Plazas de soberanía	Plazas de soberanía
Isabel Martínez de Perón	Isabel Martínez de Perón
Fredrik Bajer	Fredrik Bajer
Session Initiation Protocol	Session Initiation Protocol
Gary Becker	Gary Becker
Dylan Thomas	Dylan Thomas
Patricia Neal	Patricia Neal
Króna Fàróè	Faroese króna
Àwọn Ìgbèríko ilẹ̀ Gúúsù Áfríkà	Provinces of South Africa
David Ferrer	David Ferrer
Àmì ọ̀pá àṣẹ ilẹ̀ Montenẹ́grò	Coat of arms of Montenegro
Àsìá ilẹ̀ Palẹstínì	Palestinian flag
Nikolay Davydenko	Nikolay Davydenko
Fernando Verdasco	Fernando Verdasco
Apollo 10	Apollo 10
Samantha Stosur	Samantha Stosur
Marisa Tomei	Marisa Tomei
Frederick Reines	Frederick Reines
Petronius Maximus	Petronius Maximus
Majorian	Majorian
Raymond Poincaré	Raymond Poincaré
Ẹ̀wádún 150	150s
Yun Bo-seon	Yun Posun
Svetlana Kuznetsova	Svetlana Kuznetsova
Paul Ricoeur	Paul Ricœur
Đồng	Vietnamese dong
Burton Richter	Burton Richter
Yun Chi-ho	Yun Chi-ho
Peter Higgs	Peter Higgs
Saint Helena, Ascension àti Tristan da Cunha	Saint Helena, Ascension and Tristan da Cunha
Ẹ̀wádún 1520	1520s
Joseph Murray	Joseph Murray
Pascoal Ranieri Mazzilli	Pascoal Ranieri Mazzilli
João Baptista de Oliveira Figueiredo	João Figueiredo
Sahelanthropus	Sahelanthropus
Jennifer Hudson	Jennifer Hudson
Tripolitáníà	Tripolitania
Erékùṣù Robben	Robben Island
Ẹ̀wádún 1530	1530s
Mengistu Haile Mariam	Mengistu Haile Mariam
David Trimble	David Trimble
Edmund Phelps	Edmund Phelps
Simon Kuznets	Simon Kuznets
Kenneth Arrow	Kenneth Arrow
George Andrew Olah	George Andrew Olah
Klas Pontus Arnoldson	Klas Pontus Arnoldson
Bülent Ecevit	Bülent Ecevit
Hutu	Hutu
Allvar Gullstrand	Allvar Gullstrand
Jo-Wilfried Tsonga	Jo-Wilfried Tsonga
Joseph Hooton Taylor, Jr.	Joseph Hooton Taylor, Jr.
Ivar Giaever	Ivar Giaever
Bertram Brockhouse	Bertram Brockhouse
Leon M. Lederman	Leon M. Lederman
Ilya Frank	Ilya Frank
Robert Coleman Richardson	Robert Coleman Richardson
Kai Siegbahn	Kai Siegbahn
Samuel C. C. Ting	Samuel C. C. Ting
Anthony James Leggett	Anthony James Leggett
L-Innu Malti	L-Innu Malti
Bettino Craxi	Bettino Craxi
Carloman 2k ilẹ̀ Fránsì	Carloman II
Artaxerxes 3k	Artaxerxes III
BMP file format	BMP file format
Miguel Primo de Rivera, 2nd Marquis of Estella	Miguel Primo de Rivera
Frank B. Kellogg	Frank B. Kellogg
Ferhat Abbas	Ferhat Abbas
Raúl Alfonsín	Raúl Alfonsín
Àkójọ àmì-ìdámọ̀ àwon apilẹ̀sẹ̀	Symbol (chemistry)
Tutsi	Tutsi
Dinar Iraki	Iraqi dinar
Dinar Kuwaiti	Kuwaiti dinar
James Woods	James Woods
Louis 3k ilẹ̀ Fránsì	Louis III of France
Fatmir Sejdiu	Fatmir Sejdiu
Festus Mogae	Festus Mogae
Ẹ̀wádún 1550	1550s
Àgbàjọ Tòkòwò àwọn Orílẹ̀-èdè Ìwọòrùn Áfríkà	Economic Community of West African States
Billie Jean	Billie Jean
Carlos Moyá	Carlos Moyá
Pápá Ọkọ̀ Òfurufú Phu Cat	Phu Cat Airport
Nancy Reagan	Nancy Reagan
Ẹ̀wádún 1560	1560s
Daniel arap Moi	Daniel arap Moi
James Cronin	James Cronin
Kenneth G. Wilson	Kenneth G. Wilson
Frank Macfarlane Burnet	Frank Macfarlane Burnet
John Hume	John Hume
Quincy Jones	Quincy Jones
Alan Lloyd Hodgkin	Alan Lloyd Hodgkin
Jack Palance	Jack Palance
John Hasbrouck Van Vleck	John Hasbrouck Van Vleck
Henry John Temple, 3rd Viscount Palmerston	Henry John Temple, 3rd Viscount Palmerston
Louis 4k ilẹ̀ Fránsì	Louis IV of France
Stanislas Wawrinka	Stan Wawrinka
Tomáš Berdych	Tomáš Berdych
Benicio del Toro	Benicio del Toro
Frantz Fanon	Frantz Fanon
Carlos Saavedra Lamas	Carlos Saavedra Lamas
Jan Fischer (Olóṣèlú ilẹ̀ Tṣẹ́skì)	Jan Fischer (politician)
Olybrius	Olybrius
Ẹ̀wádún 1570	1570s
Àsìá ilẹ̀ àwọn Erékùṣù Cook	Flag of the Cook Islands
SpaceX	SpaceX
Dobra	São Tomé and Príncipe dobra
Àmì ọ̀pá àṣẹ ilẹ̀ San Màrínò	Coat of arms of San Marino
Àmì ọ̀pá àṣẹ ilẹ̀ Mòngólíà	Emblem of Mongolia
Àmì ọ̀pá àṣẹ ilẹ̀ Ethiópíà	Emblem of Ethiopia
Ẹyọ tíkòsí	Imaginary unit
Roger Penrose	Roger Penrose
Pópù Stephen 4k	Pope Stephen IV
Oben am jungen Rhein	Oben am jungen Rhein
6674 Cézanne	6674 Cézanne
6675 Sisley	6675 Sisley
(6680) 1970 WD	(6680) 1970 WD
6678 Seurat	6678 Seurat
6676 Monet	6676 Monet
6719 Gallaj	6719 Gallaj
6677 Renoir	6677 Renoir
6688 Donmccarthy	6688 Donmccarthy
6754 Burdenko	6754 Burdenko
Sade Adu	Sade Adu
Dọ́là àwọn Bàhámà	Bahamian dollar
Dọ́là Bárbádọ̀s	Barbadian dollar
Taka	Bangladeshi taka
6682 Makarij	6682 Makarij
Kibaha	Kibaha
Enrique Hertzog	Enrique Hertzog
Juan José Torres	Juan José Torres
Ẹ̀wádún 1620	1620s
Àwọn Erékùṣù Agalega	Agaléga
Kabeer Gbaja-Biamila	Kabeer Gbaja-Biamila
Ẹ̀wádún 1630	1630s
Ẹ̀wádún 1640	1640s
Ẹ̀wádún 1650	1650s
Ẹ̀wádún 1660	1660s
Ẹ̀wádún 1670	1670s
2211 Hanuman	2211 Hanuman
Ẹ̀wádún 1690	1690s
Zheng Jie	Zheng Jie
Spyridon Trikoupis	Spyridon Trikoupis
Charilaos Trikoupis	Charilaos Trikoupis
6689 Floss	6689 Floss
Rajendra Prasad	Rajendra Prasad
6761 Haroldconnolly	6761 Haroldconnolly
6762 Cyrenagoodrich	6762 Cyrenagoodrich
6757 Addibischoff	6757 Addibischoff
AMV video format	AMV video format
Zhu Guangya	Zhu Guangya
Ẹ̀wádún 1710	1710s
Ẹ̀wádún 1720	1720s
Teos ilẹ̀ Ẹ́gíptì	Teos of Egypt
Àmì ọ̀pá àṣẹ ilẹ̀ Itálíà	Emblem of Italy
Àmì ọ̀pá àṣẹ ilẹ̀ Ukréìn	Coat of arms of Ukraine
Ponun Ẹ́gíptì	Egyptian pound
Afghaní	Afghan afghani
Pópù Severinus	Pope Severinus
Pópù Jòhánù 6k	Pope John VI
Pópù Jòhánù 4k	Pope John IV
Pópù Jòhánù 7k	Pope John VII
Pópù Eugene 1k	Pope Eugene I
El Gran Carlemany	El Gran Carlemany
Pópù Jòhánù 5k	Pope John V
Ẹ̀wádún 1760	1760s
Peso Argẹntínà	Argentine peso
Pópù Vitalian	Pope Vitalian
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ́ljíọ̀m	Coat of arms of Belgium
Àsìá ilẹ̀ Abkhazia	Flag of Abkhazia
Barbara McClintock	Barbara McClintock
Àmì ọ̀pá àṣẹ ilẹ̀ Àngólà	Emblem of Angola
Dinar Àlgéríà	Algerian dinar
Àmì ọ̀pá àṣẹ ilẹ̀ Túrkì	National emblem of Turkey
Riyal Sáúdí	Saudi riyal
Àmì ọ̀pá àṣẹ ilẹ̀ Argẹntínà	Coat of arms of Argentina
Àmì ọ̀pá àṣẹ ilẹ̀ Sérbíà	Coat of arms of Serbia
Khafra	Khafra
Àmì ọ̀pá àṣẹ ilẹ̀ Bósníà àti Hẹrjẹgòfínà	Coat of arms of Bosnia and Herzegovina
Anna Paquin	Anna Paquin
Somoni	Tajikistani somoni
Magdalena Department	Magdalena Department
Ẹ̀wádún 1790	1790s
Florianus	Florianus
Àsìá ilẹ̀ Transnistria	Flag of Transnistria
Peso Tsílè	Chilean peso
Àmì ọ̀pá àṣẹ ilẹ̀ Georgia	Coat of arms of Georgia (country)
Kip	Lao kip
Tavisupleba	Tavisupleba
Pietro Badoglio	Pietro Badoglio
Linda B. Buck	Linda B. Buck
Àmì ọ̀pá àṣẹ ilẹ̀ Sáúdí Arábíà	Emblem of Saudi Arabia
Àmì ọ̀pá àṣẹ ilẹ̀ Nẹ́dálándì	Coat of arms of the Netherlands
Dirham Mòrókò	Moroccan dirham
Àmì ọ̀pá àṣẹ ilẹ̀ Pọ́rtúgàl	Coat of arms of Portugal
Àsìá ilẹ̀ àwọn Erékùṣù Marshall	Flag of the Marshall Islands
Dirham àwọn Ẹ́mírétì Árábù Aṣọ̀kan	United Arab Emirates dirham
Milo Đukanović	Milo Đukanović
Kwanza	Angolan kwanza
.рф	.рф
Àmì ọ̀pá àṣẹ ilẹ̀ Fiẹtnám	Emblem of Vietnam
Roger Y. Tsien	Roger Y. Tsien
Juan Bravo Murillo	Juan Bravo Murillo
Muhammad Zia-ul-Haq	Muhammad Zia-ul-Haq
Ẹ̀wádún 180	180s
Tilda Swinton	Tilda Swinton
Marigot, Saint Martin	Marigot, Saint Martin
Àmì ọ̀pá àṣẹ ilẹ̀ Tànsáníà	Coat of arms of Tanzania
Boliviano	Bolivian boliviano
Himno Nacional Mexicano	Himno Nacional Mexicano
Metical	Mozambican metical
Kina	Papua New Guinean kina
Tassos Papadopoulos	Tassos Papadopoulos
Hiroshige	Hiroshige
Deodoro da Fonseca	Deodoro da Fonseca
Àmì ọ̀pá àṣẹ ilẹ̀ New Zealand	Coat of arms of New Zealand
Ruble Transnistria	Transnistrian ruble
Menkaura	Menkaure
Àmì ọ̀pá àṣẹ ilẹ̀ Móldófà	Coat of arms of Moldova
Àmì ọ̀pá àṣẹ ilẹ̀ Kòréà Gúúsù	Emblem of South Korea
Àmì ọ̀pá àṣẹ ilẹ̀ Kẹ́nyà	Coat of arms of Kenya
RealAudio	RealAudio
Àmì ọ̀pá àṣẹ ilẹ̀ Láọ̀s	Emblem of Laos
Àmì ọ̀pá àṣẹ ilẹ̀ Turkmẹ́nìstán	Emblem of Turkmenistan
Àmì ọ̀pá àṣẹ ilẹ̀ Àlgéríà	Emblem of Algeria
Àmì ọ̀pá àṣẹ ilẹ̀ Lúksẹ́mbọ̀rg	Coat of arms of Luxembourg
Ẹ́mblẹ́m ilẹ̀ Pakístàn	State emblem of Pakistan
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira ilẹ̀ Makẹdóníà	National emblem of the Republic of Macedonia
Chris Bosh	Chris Bosh
Brian Schmidt	Brian Schmidt
Richard E. Taylor	Richard E. Taylor
Bàlúṣì	Baloch people
Peso Kúbà	Cuban peso
Clifford Shull	Clifford Shull
Guillermo Vilas	Guillermo Vilas
Edward Said	Edward Said
George Clinton (Igbákejì Ààrẹ)	George Clinton (vice president)
Nicolás Ardito Barletta Vallarino	Nicolás Ardito Barletta Vallarino
Ngultrum	Bhutanese ngultrum
David Lee	David Lee (physicist)
Dinar Báháráìnì	Bahraini dinar
Kyat	Burmese kyat
Ponun Lẹ́bánọ́nì	Lebanese pound
Constantius 3k	Constantius III
Àsìá ilẹ̀ Sòmálílàndì	Flag of Somaliland
Olúṣẹ́gun Ọbásanjọ́	Olusegun Obasanjo
Dọ́là Sùrìnámù	Surinamese dollar
Won Kòréà Gúúsù	South Korean won
Auguste Marie Francois Beernaert	Auguste Marie François Beernaert
Barry Marshall	Barry Marshall
Daniel C. Tsui	Daniel C. Tsui
Robert H. Grubbs	Robert H. Grubbs
Shelley Winters	Shelley Winters
Yves Chauvin	Yves Chauvin
Martinus J. G. Veltman	Martinus J. G. Veltman
Andrew Fire	Andrew Fire
Thomas Sankara	Thomas Sankara
Richard R. Schrock	Richard R. Schrock
Abá	Aba, Abia
Makoto Kobayashi	Makoto Kobayashi (physicist)
Ons Heemecht	Ons Heemecht
Toshihide Maskawa	Toshihide Maskawa
Juho Kusti Paasikivi	Juho Kusti Paasikivi
Walter Matthau	Walter Matthau
Àsìá ilẹ̀ Niue	Flag of Niue
Giuliano Amato	Giuliano Amato
Volusianus	Volusianus
Dáríù 2k Pẹ́rsíà	Darius II
Élie, duc Decazes	Élie, duc Decazes
Margaret Court	Margaret Court
Ọkọ̀-àlọbọ̀ Òfurufú Enterprise	Space Shuttle Enterprise
Dọ́là Nàmíbíà	Namibian dollar
Ogun láàrin Ùgándà àti Tànsáníà	Uganda–Tanzania War
Akademio de Esperanto	Akademio de Esperanto
Glycerius	Glycerius
Than Shwe	Than Shwe
Àwọn Fúlàní	Fula people
Lansana Conté	Lansana Conté
Àsìá ilẹ̀ Åland	Flag of Åland
Ee Mungu Nguvu Yetu	Ee Mungu Nguvu Yetu
Ilẹ̀ Ọbalúayé Sọ́ngháì	Songhai Empire
Kate Winslet	Kate Winslet
Àmì ọ̀pá àṣẹ ilẹ̀ Lẹ́bánọ́nì	Coat of arms of Lebanon
Shilling Kẹ́nyà	Kenyan shilling
Dalasi	Gambian dalasi
Rupee Nepali	Nepalese rupee
Cordell Hull	Cordell Hull
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ̀lísè	Coat of arms of Belize
Àrùn oorun àsùnjù	African trypanosomiasis
Avitus	Avitus
Umuahia	Umuahia
Àmì ọ̀pá àṣẹ ilẹ̀ Gúúsù Áfríkà	Coat of arms of South Africa
Àmì ọ̀pá àṣẹ ilẹ̀ Sòmálíà	Coat of arms of Somalia
Àmì ọ̀pá àṣẹ ilẹ̀ Brunei	Emblem of Brunei
Spiro Agnew	Spiro Agnew
ISO 3166-2:CI	ISO 3166-2:CI
Amóráìtì	Amorites
Naira	Nigerian naira
Anastasia Myskina	Anastasia Myskina
Dinar Jọ́rdánì	Jordanian dinar
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Ẹ́mírètì Ṣíṣọ̀kan Árábù	Emblem of the United Arab Emirates
Bolívar Fenesuela	Venezuelan bolívar
Claudette Colbert	Claudette Colbert
Alfonso García Robles	Alfonso García Robles
Gourde	Haitian gourde
James Earl Jones	James Earl Jones
Patrick Rafter	Patrick Rafter
Goran Ivanišević	Goran Ivanišević
Frances McDormand	Frances McDormand
Doug Savant	Doug Savant
Goma	Goma
Zine El Abidine Ben Ali	Zine El Abidine Ben Ali
Norman Haworth	Norman Haworth
Jamaica, Land We Love	Jamaica, Land We Love
Nuevo sol	Peruvian nuevo sol
Àsìá ilẹ̀ àwọn Erékùṣù Wúndíá ti Amẹ́ríkà	Flag of the United States Virgin Islands
Emily Deschanel	Emily Deschanel
John Gielgud	John Gielgud
Mirko Cvetković	Mirko Cvetković
Gerty Cori	Gerty Cori
Riel	Cambodian riel
ISO 3166-2:BL	ISO 3166-2:BL
Odò Bẹ́núé	Benué River
Àmì ọ̀pá àṣẹ ilẹ̀ Tùnísíà	Coat of arms of Tunisia
Zinovios Valvis	Zinovios Valvis
Isaiah Berlin	Isaiah Berlin
Louis 5k ilẹ̀ Fránsì	Louis V of France
Osamu Shimomura	Osamu Shimomura
James M. Buchanan	James M. Buchanan
Eleftherios Venizelos	Eleftherios Venizelos
Human Rights Council	United Nations Human Rights Council
Salvador Luria	Salvador Luria
Franco Modigliani	Franco Modigliani
Robert Nozick	Robert Nozick
Eric Allin Cornell	Eric Allin Cornell
ISO 9000	ISO 9000
Ẹ̀wádún 190	190s
Joseph Kasavubu	Joseph Kasa-Vubu
Birr	Ethiopian birr
Dọ́là Brunei	Brunei dollar
Carl Wieman	Carl Wieman
Joseph Addison	Joseph Addison
Riyal Katari	Qatari riyal
John L. Hall	John L. Hall
Àmì ọ̀pá àṣẹ ilẹ̀ Kóstá Rikà	Coat of arms of Costa Rica
Douglas Osheroff	Douglas Osheroff
Orílẹ̀-èdè Olómìnira Tòṣèlúaráàlú ilẹ̀ Azerbaijan	Azerbaijan Democratic Republic
Konstantinos Stephanopoulos	Konstantinos Stephanopoulos
Chant de Ralliement	O Cameroon, Cradle of Our Forefathers
Isaac Hayes	Isaac Hayes
Christian Lous Lange	Christian Lous Lange
Craig Mello	Craig Mello
Thomas Schelling	Thomas Schelling
Mahalia Jackson	Mahalia Jackson
Uraninite	Uraninite
Borut Pahor	Borut Pahor
Émile Lahoud	Émile Lahoud
Abẹ́òkúta	Abeokuta
Transport Layer Security	Transport Layer Security
Val Logsdon Fitch	Val Logsdon Fitch
Adolfo Pérez Esquivel	Adolfo Pérez Esquivel
Rufiyaa	Maldivian rufiyaa
Helveti Olómìnira	Helvetic Republic
Mathieu Kérékou	Mathieu Kérékou
Ilẹ̀ọbalúayé Ghánà	Ghana Empire
37 Fides	37 Fides
36 Atalante	36 Atalante
Ouguiya	Mauritanian ouguiya
Marcos Baghdatis	Marcos Baghdatis
Libius Severus	Libius Severus
John C. Calhoun	John C. Calhoun
Àmì ọ̀pá àṣẹ ilẹ̀ Líktẹ́nstáìnì	Coat of arms of Liechtenstein
Àmì ọ̀pá àṣẹ ilẹ̀ Oman	National emblem of Oman
Àmì ọ̀pá àṣẹ ilẹ̀ Málì	Coat of arms of Mali
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Fàróè	Coat of arms of the Faroe Islands
41 Daphne	41 Daphne
Córdoba Nikarágúà	Nicaraguan córdoba
Agnieszka Radwańska	Agnieszka Radwańska
Àmì ọ̀pá àṣẹ ilẹ̀ Bhùtán	Emblem of Bhutan
Quetzal	Guatemalan quetzal
Alejandro Toledo	Alejandro Toledo
Àmì ọ̀pá àṣẹ ilẹ̀ Tógò	Emblem of Togo
Àmì ọ̀pá àṣẹ ilẹ̀ Nàìjíríà	Coat of arms of Nigeria
Guaraní Paragúáì	Paraguayan guaraní
Àsìá ilẹ̀ Apáàríwá Kíprù	Flag of Northern Cyprus
Ilẹ̀ọbalúayé Ethiópíà	Ethiopian Empire
Vatu	Vanuatu vatu
Àmì ọ̀pá àṣẹ ilẹ̀ Guatẹmálà	National emblem of Guatemala
Flavia Pennetta	Flavia Pennetta
Àmì ọ̀pá àṣẹ ilẹ̀ Nàmíbíà	Coat of arms of Namibia
Àmì ọ̀pá àṣẹ ilẹ̀ Guinea Alágedeméjì	Coat of arms of Equatorial Guinea
Alfred Tarski	Alfred Tarski
Routing Information Protocol	Routing Information Protocol
Àmì ọ̀pá àṣẹ ilẹ̀ Hàítì	Coat of arms of Haiti
Yevgeny Kafelnikov	Yevgeny Kafelnikov
Martin Evans	Martin Evans
Àmì ọ̀pá àṣẹ ilẹ̀ Bòlífíà	Coat of arms of Bolivia
Alexander 4k ilẹ̀ Makẹdóníà	Alexander IV of Macedon
Sani Abacha	Sani Abacha
Peter D. Mitchell	Peter D. Mitchell
Loti	Lesotho loti
Robert 1k ilẹ̀ Fránsì	Robert I of France
Odo ilẹ̀ Parisi	Odo of France
94 Aurora	94 Aurora
97 Klotho	97 Klotho
Lamberto Dini	Lamberto Dini
Trygve Haavelmo	Trygve Haavelmo
Àmì ọ̀pá àṣẹ ilẹ̀ Gúúsù Sudan	Coat of arms of South Sudan
Gloria al Bravo Pueblo	Gloria al Bravo Pueblo
Àmì ọ̀pá àṣẹ ilẹ̀ Sri Lanka	Emblem of Sri Lanka
Kàdúná	Kaduna
Tansu Çiller	Tansu Çiller
Dọ́là Titun Taiwan	New Taiwan dollar
Àmì ọ̀pá àṣẹ ilẹ̀ Urugúáì	Coat of arms of Uruguay
79 Eurynome	79 Eurynome
Àmì ọ̀pá àṣẹ ilẹ̀ Jamáíkà	Coat of arms of Jamaica
William Pitt, 1st Earl of Chatham	William Pitt, 1st Earl of Chatham
Arthur Henderson	Arthur Henderson
Rodrigues	Rodrigues
Robin Warren	Robin Warren
Àsìá ilẹ̀ Kurdistan Irak	Flag of Kurdistan
Rupert Everett	Rupert Everett
René Préval	René Préval
6698 Malhotra	6698 Malhotra
6770 Fugate	6770 Fugate
(6760) 1980 KM	(6760) 1980 KM
(6702) 1988 BP3	(6702) 1988 BP3
Audio Video Interleave	Audio Video Interleave
6712 Hornstein	6712 Hornstein
6705 Rinaketty	6705 Rinaketty
Àsìá ilẹ̀ Gúúsù Ossetia	Flag of Ossetia
6701 Warhol	6701 Warhol
Orílẹ̀-èdè Olómìnira Sósíálístì ilẹ̀ Kroatíà	Socialist Republic of Croatia
(6759) 1980 KD	(6759) 1980 KD
Ilẹ̀ Ọba Gríìsì	Kingdom of Greece
Chlothar 2k	Chlothar II
Dimitrios Rallis	Dimitrios Rallis
Àmì ọ̀pá àṣẹ ilẹ̀ Mónakò	Coat of arms of Monaco
Àmì ọ̀pá àṣẹ ilẹ̀ Orílẹ̀-èdè Olómìnira Tòṣèlúaráìlú ilẹ̀ Kóngò	Emblem of the Democratic Republic of the Congo
Àmì ọ̀pá àṣẹ ilẹ̀ Nepal	Emblem of Nepal
Àmì ọ̀pá àṣẹ ilẹ̀ Kòmórò	National seal of the Comoros
Àmì ọ̀pá àṣẹ ilẹ̀ Mòsámbìk	Emblem of Mozambique
Àmì ọ̀pá àṣẹ ilẹ̀ Sẹ̀nẹ̀gàl	Coat of arms of Senegal
Àmì ọ̀pá àṣẹ ilẹ̀ Nìjẹ̀r	Coat of arms of Niger
Peso Urugúáì	Uruguayan peso
Àmì ọ̀pá àṣẹ ilẹ̀ Kàmbódíà	Royal Arms of Cambodia
Ilẹ̀ Ọba Bakuba	Kuba Kingdom
Djedefre	Djedefre
Risto Ryti	Risto Ryti
Richard Gasquet	Richard Gasquet
Pehr Evind Svinhufvud	Pehr Evind Svinhufvud
Kyösti Kallio	Kyösti Kallio
60 Echo	60 Echo
1000 Piazzia	1000 Piazzia
91 Aegina	91 Aegina
Telly Savalas	Telly Savalas
140 Siwa	140 Siwa
143 Adria	143 Adria
93 Minerva	93 Minerva
99 Dike	99 Dike
Dimitrios Gounaris	Dimitrios Gounaris
Bhisho	Bhisho
Àmì ọ̀pá àṣẹ ilẹ̀ Malaysia	Coat of arms of Malaysia
Jean-Bertrand Aristide	Jean-Bertrand Aristide
Karim Massimov	Karim Massimov
Dọ́là Jamáíkà	Jamaican dollar
Àmì ọ̀pá àṣẹ ilẹ̀ Tajikistan	Emblem of Tajikistan
Siad Barre	Siad Barre
Hubert Humphrey	Hubert Humphrey
Janko Tipsarević	Janko Tipsarević
Milton Obote	Milton Obote
Balboa	Panamanian balboa
Dọ́là Bẹ̀rmúdà	Bermudian dollar
Nefertari	Nefertari
Àmì ọ̀pá àṣẹ ilẹ̀ Sudan	Emblem of Sudan
Mary Pierce	Mary Pierce
2254 Requiem	2254 Requiem
Ẹgbẹ́ Ìsọdàmúsìn Amẹ́ríkà	American Colonization Society
Gérard Debreu	Gérard Debreu
Mafikeng	Mahikeng
Finn E. Kydland	Finn E. Kydland
Ellen Burstyn	Ellen Burstyn
136 Austria	136 Austria
92 Undina	92 Undina
Àmì ọ̀pá àṣẹ ilẹ̀ Mòrókò	Coat of arms of Morocco
Jody Williams	Jody Williams
Roderick MacKinnon	Roderick MacKinnon
Sergiy Stakhovsky	Sergiy Stakhovsky
Kwacha Màláwì	Malawian kwacha
Àmì ọ̀pá àṣẹ ilẹ̀ Paragúáì	Coat of arms of Paraguay
Ẹ̀wádún 200	200s (decade)
Iveta Radičová	Iveta Radičová
Anthemius	Anthemius
James Tobin	James Tobin
Jules Bordet	Jules Bordet
Pópù Stephen 2k	Pope Stephen II
Dominika Cibulková	Dominika Cibulková
Philip Noel-Baker, Baron Noel-Baker	Philip Noel-Baker, Baron Noel-Baker
Richard Axel	Richard Axel
Ìtàn ilẹ̀ Brasil	History of Brazil
Mira Sorvino	Mira Sorvino
27736 Ekaterinburg	27736 Ekaterinburg
Levy Mwanawasa	Levy Mwanawasa
Jean-Jacques Dessalines	Jean-Jacques Dessalines
Roger Ebert	Roger Ebert
Sellapan Ramanathan	S. R. Nathan
Àwọn eré-ìdárayá ìdíje Òlímpíkì	Olympic sports
H.264/MPEG-4 AVC	H.264/MPEG-4 AVC
Bharrat Jagdeo	Bharrat Jagdeo
Gilles Simon	Gilles Simon
Sergei Sidorsky	Sergei Sidorsky
Albert Lutuli	Albert Lutuli
Celeste Holm	Celeste Holm
Direct Stream Transfer	Super Audio CD
Samuel Adams	Samuel Adams
Rupee Mọ́rísì	Mauritian rupee
71 Niobe	71 Niobe
Tú alfagra land mítt	Tú alfagra land mítt
Àmì ọ̀pá àṣẹ ilẹ̀ Myanmar	State Seal of Burma
Dọ́là Gùyánà	Guyanese dollar
Àmì ọ̀pá àṣẹ ilẹ̀ Guinea	Coat of arms of Guinea
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Maldive	Emblem of Maldives
Àmì ọ̀pá àṣẹ ilẹ̀ Ṣèíhẹ́lẹ́sì	Coat of arms of the Seychelles
Àmì ọ̀pá àṣẹ ilẹ̀ Ghánà	Coat of arms of Ghana
Àmì ọ̀pá àṣẹ ilẹ̀ Nikarágúà	Coat of arms of Nicaragua
Àmì ọ̀pá àṣẹ ilẹ̀ Síríà	Coat of arms of Syria
Pete Conrad	Pete Conrad
Àmì ọ̀pá àṣẹ ilẹ̀ Kósófò	Coat of arms of Kosovo
Agbègbè Dodoma	Dodoma Region
Marlee Matlin	Marlee Matlin
Helen Hayes	Helen Hayes
Franki Guinea	Guinean franc
Amilcar Cabral	Amílcar Cabral
147 Protogeneia	147 Protogeneia
Ẹ̀wádún 210	210s
Ralph Bunche	Ralph Bunche
Charles Scott Sherrington	Charles Scott Sherrington
Djenné	Djenné
Kóngò Bẹ́ljíọ̀m	Belgian Congo
Bill Cosby	Bill Cosby
Édouard Daladier	Édouard Daladier
Waino Aaltonen	Wäinö Aaltonen
Barry White	Barry White
La Tchadienne	La Tchadienne
George Foreman	George Foreman
Lauri Kristian Relander	Lauri Kristian Relander
Kaarlo Juho Ståhlberg	Kaarlo Juho Ståhlberg
Fuel oil	Fuel oil
Peter Medawar	Peter Medawar
173 Ino	173 Ino
Adolfo Suárez, 1st Duke of Suárez	Adolfo Suárez
177 Irma	177 Irma
Franki CFP	CFP franc
Félix Houphouët-Boigny	Félix Houphouët-Boigny
Robert Menzies	Robert Menzies
La Dessalinienne	La Dessalinienne
Steve Biko	Steve Biko
Elfen Lied	Elfen Lied
Ẹ̀wádún 220	220s
Charles Richet	Charles Richet
Leticia	Leticia, Amazonas
Ali Hassan al-Majid	Ali Hassan al-Majid
Harry Belafonte	Harry Belafonte
Mulungu dalitsa Malaŵi	Mulungu dalitsa Malaŵi
Tagged Image File Format	Tagged Image File Format
Emily Greene Balch	Emily Greene Balch
Point-to-Point Protocol	Point-to-Point Protocol
