आफ्रिकाखण्डः	Africa
डिमीटार बरबाटोव	Dimitar Berbatov
आण्ड्रियेस् वेसेलियस्	Andreas Vesalius
ओलम्पिक् ज्वाला	Olympic flame
अगर्तला	Agartala
निम्बः	Azadirachta indica
एडवर्ड ५	Edward V of England
पार्वती	Parvati
प्रलम्बकूर्दनम्	Long jump
जानुवातः सन्धिवातश्च	Arthritis
रोबर्ट वूड्रो विल्सन	Robert Woodrow Wilson
मृदुकन्दुक-क्रीडा	Softball
बाणभट्टः	Bāṇabhaṭṭa
शतद्रुनदी	Sutlej
भुवनेश्वरम्	Bhubaneswar
रक्तदुर्गम् (आग्रा)	Agra Fort
भारतस्य राष्ट्रियचिह्नम्	Emblem of India
जार्ज् क्युव्ये	Georges Cuvier
पर्सी ब्रिजमन	Percy Williams Bridgman
स्टीवन चू	Steven Chu
कटनी	Katni
डैरेन फ्लेचर	Darren Fletcher
मरे गेलमन	Murray Gell-Mann
प्योट्र कापिट्सा	Pyotr Kapitsa
एमिलियो गीनो सेग्रे	Emilio G. Segrè
स्वामी चिन्मयानन्दः	Chinmayananda Saraswati
कनीनिका	Pupil
मनोरञ्जनं	Entertainment
प्रेमचन्दः	Premchand
हिब्रूविश्वविद्यालयः (येरुशलम्)	Hebrew University of Jerusalem
अंटोनियो वालेंसिया	Antonio Valencia
पार्ष्णिः	Heel
रेमन्ड डेविस जुनियर	Raymond Davis, Jr.
थामस् हण्ट् मार्गन्	Thomas Hunt Morgan
गाब्रियोलो फालोपियस्	Gabriele Falloppio
सेसिल पावेल	C. F. Powell
लुइ अल्वारेज़	Luis Walter Alvarez
अन्ताराष्ट्रियः व्यापारः	International trade
खजुराहो	Khajuraho Group of Monuments
खण्डकाव्यानि	Ode
फतेह्-पुर्-सिक्री	Fatehpur Sikri
डा. जयन्त नारळीकर	Jayant Narlikar
जिद्दु कृष्णमूर्ति	Jiddu Krishnamurti
स्टीवन वैनबर्ग	Steven Weinberg
जोर्ज एफ स्मूट	George Smoot
लीयो एसाकी	Leo Esaki
पुनर्गमनवाद	Recursion
वर्गिस् कुरियन्	Verghese Kurien
सुवर्णमन्दिरम्	Harmandir Sahib
आदिशङ्कराचार्यः	Adi Shankara
स्टार् वार्स्:अटाक् आफ़् दि क्लोन्स्	Star Wars Episode II: Attack of the Clones
साञ्चीस्तूपः	Sanchi
ब्रायन जोसेफसन	Brian Josephson
चेन निंग यांग	Chen-Ning Yang
महाथिर मोहमद	Mahathir Mohamad
तन्त्रशास्त्रम्	Tantra
कर्पूरम्	Camphor
झांसी लक्ष्मीबाई	Rani Lakshmibai
अगस्टा, जार्जिया	Augusta, Georgia
मेघदूतम्	Meghadūta
प्लास्टिक शल्यचिकित्सा	Plastic surgery
अलङ्काराः	Figure of speech
आडुबान् जान् जेम्स्	John James Audubon
रेखिचिकित्सा	Reiki
श्रीरामकृष्णपरमहंसः	Ramakrishna
जलमालिन्यम्	Water pollution
हंस:	Anser (bird)
मोक्षः	Moksha
जीवविकासवादः	Darwinism
ॐ	Om
थामस् हेन्रि हक्स्लि	Thomas Henry Huxley
अजन्तागुहाः	Ajanta Caves
पेट्रिक एम एस ब्लाकेट	Patrick Blackett, Baron Blackett
सिन-इतिरो तोमोनागा	Sin-Itiro Tomonaga
चार्ल्स् एच् टाउन्स्	Charles H. Townes
गेरार्डस 'टी हूफ्ट	Gerard 't Hooft
मारीस् एच् विल्किन्स्	Maurice Wilkins
तर्जनी	Index finger
हास्टिंग्स बान्डा	Hastings Banda
दण्डकूर्दनम्	Pole vault
ब्राह्मीलिपिः	Brahmi script
मणिबन्धः	Wrist
अर्जुनः	Arjuna
मिग्नेल् सर्वेटस्	Michael Servetus
वैश्यः	Vaishya
अयोध्या	Ayodhya
गङ्गटोक्	Gangtok
धर्मशाला, हिमाचलप्रदेशः	Dharamsala
जुलियन श्विंगर	Julian Schwinger
विलिस इ लाम्ब	Willis Lamb
राष्ट्रियध्वजः	National flag
दाहोदमण्डलम्	Dahod district
कार्लो रुबिया	Carlo Rubbia
त्रिः कूर्दनम्	Triple jump
राबर्ट १	Robert the Bruce
कुतुब् मिनार्	Qutb Minar
डैनी वेल्बेक	Danny Welbeck
चन्द्रगुप्तमौर्यः	Chandragupta Maurya
पुराणानि	Puranas
हनुमान्	Hanuman
पत्नी	Wife
शिक्षकदिनम् (भारतम्)	Teachers' Day
राष्ट्रियपुस्तकालयः (इजरायल्)	National Library of Israel
नेविल एफ मोट्ट	Nevill Francis Mott
एल्लोरागुहाः	Ellora Caves
पाणिनिः	Pāṇini
मेल्विन श्वार्ट्ज	Melvin Schwartz
निकोलास ब्लोम्बर्गन	Nicolaas Bloembergen
इस्कान् संस्था	International Society for Krishna Consciousness
हिब्रूभाषा-अकादमी	Academy of the Hebrew Language
आर्थर एल शालो	Arthur Leonard Schawlow
मेमेन्टो	Memento (film)
जेम्स रेनवाटर	James Rainwater
विलियम डी फिलिप्स	William Daniel Phillips
मार्टिन राइल	Martin Ryle
फिलिप दबल्यु एन्डरसन	Philip Warren Anderson
फ्रान्सिस् गाल्टन्	Francis Galton
लुक्रेजिया बोर्गिया	Lucrezia Borgia
सीता	Sita
गोदावरीनदी	Godavari River
प्राकृतम्	Prakrit
श्री अरविन्दः	Sri Aurobindo
गोल् गुम्बज़	Gol Gumbaz
अनामिका	Ring finger
ऐजोल	Aizawl
छन्दः	Metre (poetry)
लीयोन एम लीडरमन	Leon M. Lederman
चार्ल्स बार्क्ले	Charles Barkley
भारतस्य प्रधानमन्त्री	Prime Minister of India
ए जे लेगेट	Anthony James Leggett
काजीराङ्गाराष्ट्रियोद्यानम्	Kaziranga National Park
वर्नियरमापकम्	Vernier scale
उष्णरक्तप्राणिनः	Warm-blooded
जेम्स क्रोनिन	James Cronin
कृष्णा	Krishna River
केनेथ् जी विल्सन्	Kenneth G. Wilson
हीनयानम्	Hinayana
सत्याग्रहः	Satyagraha
ऋतम्	Ṛta
शशि थरूर	Shashi Tharoor
मण्डी	Mandi, Himachal Pradesh
मौलाना अबुल कलाम आजाद	Abul Kalam Azad
भरतमुनिः	Bharata Muni
राजेन्द्र प्रसाद	Rajendra Prasad
देहरादून	Dehradun
गुवाहाटी	Guwahati
विश्वपरिसरदिनम्	World Environment Day
बार्बर मेक्लिन्टाक्	Barbara McClintock
उपमालङ्कारः	Simile
विशाखपट्टणमण्डलम्	Visakhapatnam
विजयवाडा	Vijayawada
जोधपुरम्	Jodhpur
अजमेर	Ajmer
जोनास् एड्वर्ड् साक्	Jonas Salk
उज्जैन	Ujjain
लुधियाना	Ludhiana
मेरठ	Meerut
मथुरा	Mathura
उदयपुरम्	Udaipur
लाल्बाग्	Lal Bagh, Bengaluru
औरङ्गाबाद् (महाराष्ट्रम्)	Aurangabad, Maharashtra
बीकानेर	Bikaner
जबलपुरम्	Jabalpur
कास्सोवारिस्	Cassowary
रिचार्ड इ टेलर	Richard E. Taylor
विज्ञानेतिहासः	History of science
अलिगढ, उत्तरप्रदेशः	Aligarh, Uttar Pradesh
अमृतसरमण्डलम्	Amritsar district
ग्यास्पर्डड-गुस्ताव डि कोरियोलिस	Gaspard-Gustave de Coriolis
सामाजिकमाध्यमानि	Social media
ब्रह्मगुप्तः	Brahmagupta
प्लासीयुद्धम्	Battle of Plassey
गुरुग्रन्थसाहिब	Guru Granth Sahib
पोर्ट्ब्लेरः	Port Blair
रिचर्ड क्रामवेल	Richard Cromwell
जेर्टि थेरेसा कोरि	Gerty Cori
सिरोहीमण्डलम्	Sirohi district
सन्धिः	Sandhi
गाझियाबाद्, उत्तरप्रदेशः	Ghaziabad, Uttar Pradesh
संस्कृतम्.ओआरजी	Herb
उडुपचालनक्रीडा	Rafting
कटकम्	Cuttack
ठाणे	Thane
शिलाङ्ग	Shillong
ट्रिचिमलैदुर्गम्	Tiruchirappalli
जगन्नाथपुरी	Puri
इन्द्रियनिग्रहः	Chastity
महाबलिपुरम्	Mahabalipuram
इम्फाल	Imphal
मु अम्मर् गडाफ़ि	Saif al-Islam Gaddafi
पटियाला	Patiala
फेडेरिको माकेडा	Federico Macheda
भारतचीनयुद्धम्	Sino-Indian War
दूर्वा	Cynodon dactylon
जलियान्वालाबाग हत्याकाण्डः	Jallianwala Bagh massacre
सूत्रम्	Sutra
चन्दनम्	Santalum album
